"year","STATE","DISTRICT","FEC_ID","FIRST_NAME","LAST_NAME","INCUMBENT_IND","PARTY","candidate_votes","total_votes","runoff"
2020,"CT","04","H0CT04195"," JONATHAN","RIDDLE",0,"R",130627,360716,FALSE
2020,"CT","05","H0CT05200"," DAVID XAVIER","SULLIVAN",0,"R",151988,349524,FALSE
2020,"CT","05","H8CT05245"," JAHANA","HAYES",1,"D",183797,349524,FALSE
2020,"DE","01","H8DE01044"," LEE","MURPHY",0,"R",196392,488270,FALSE
2020,"DE","01",NA,NA,"ROCHESTER",NA,"D",281382,488270,FALSE
2020,"FL","01","H6FL01119"," MATT","GAETZ",1,"R",283352,438562,FALSE
2020,"FL","01","H8FL01107"," PHILLIP CHARLES","EHR",0,"D",149172,438562,FALSE
2020,"FL","02","H6FL02208"," NEAL PATRICK MD","DUNN",1,"R",305337,311999,FALSE
2020,"FL","03","H0FL03175"," KAT","CAMMACK",0,"R",223075,390401,FALSE
2020,"FL","03","H0FL03183"," ADAM J","CHRISTENSEN",0,"D",167326,390401,FALSE
2020,"FL","04","H0FL04157"," DONNA","DEEGAN",0,"D",196423,504940,FALSE
2020,"FL","04","H6FL04105"," JOHN","RUTHERFORD",1,"R",308497,504940,FALSE
2020,"FL","05","H0FL02086"," ALFRED JR","LAWSON",1,"D",219463,336973,FALSE
2020,"FL","05","H0FL05170"," GARY","ADLER",0,"R",117510,336973,FALSE
2020,"FL","06","H0FL06103"," CLINT","CURTIS",0,"D",172305,437856,FALSE
2020,"FL","06","H8FL06148"," MICHAEL","WALTZ",1,"R",265393,437856,FALSE
2020,"FL","07","H0FL07143"," LEO","VALENTIN",0,"R",175750,406449,FALSE
2020,"FL","07","H6FL07140"," STEPHANIE","MURPHY",1,"D",224946,406449,FALSE
2020,"FL","08","H0FL08224"," JAMES","KENNEDY",0,"D",177695,459788,FALSE
2020,"FL","08","H8FL15107"," BILL","POSEY",1,"R",282093,459788,FALSE
2020,"FL","09","H0FL09081"," WILLIAM","OLSON",0,"R",188889,429638,FALSE
2020,"FL","09","H6FL09179"," DARREN","SOTO",1,"D",240724,429638,FALSE
2020,"FL","10","H2FL08063"," VALDEZ 'VAL'","DEMINGS",1,"D",239434,376397,FALSE
2020,"FL","10","H8FL07088"," VENNIA V.","FRANCOIS",0,"R",136889,376397,FALSE
2020,"FL","11","H8FL11130"," DANA","COTTRELL",0,"D",158094,475073,FALSE
2020,"FL","11","H0FL08208"," DANIEL","WEBSTER",1,"R",316979,475073,FALSE
2020,"FL","12","H6FL09070"," GUS M","BILIRAKIS",1,"R",284941,453135,FALSE
2020,"FL","12","H6FL13197"," KIMBERLY H MS","WALKER",0,"D",168194,453135,FALSE
2020,"FL","13","H6FL13205"," CHARLIE JOSEPH","CRIST",1,"D",215405,406125,FALSE
2020,"FL","13",NA,NA,"LUNA",NA,"R",190713,406125,FALSE
2020,"FL","14","H6FL14112"," CHRISTINE YVONNE","QUINN",0,"R",147896,372136,FALSE
2020,"FL","14","H6FL11126"," KATHY","CASTOR",1,"D",224240,372136,FALSE
2020,"FL","15","H0FL15104"," SCOTT MR.","FRANKLIN",0,"R",216374,390671,FALSE
2020,"FL","15","H4FL15155"," ALAN","COHN",0,"D",174297,390671,FALSE
2020,"FL","16","H6FL13148"," VERNON","BUCHANAN",1,"R",269001,484684,FALSE
2020,"FL","16","H0FL16094"," MARGARET ELIZABETH ROWELL","GOOD",0,"D",215683,484684,FALSE
2020,"FL","17","H8FL17053"," GREG","STEUBE",1,"R",266514,412397,FALSE
2020,"FL","17","H0FL17159"," ALLEN","ELLISON",0,"D",140487,412397,FALSE
2020,"FL","18","H6FL18097"," BRIAN","MAST",1,"R",253286,449720,FALSE
2020,"FL","18","H0FL18207"," PAMELA M.","KEITH",0,"D",186674,449720,FALSE
2020,"FL","19",NA,NA,"DONALDS",NA,"R",272440,444589,FALSE
2020,"FL","19","H0FL19106"," CINDY LYN","BANYAI",0,"D",172146,444589,FALSE
2020,"FL","20","H0FL20120"," GREGORY WAYNE SR.","MUSSELWHITE",0,"R",68748,322409,FALSE
2020,"FL","20","H2FL23021"," ALCEE L","HASTINGS",1,"D",253661,322409,FALSE
2020,"FL","21","H0FL21078"," LAURA","LOOMER",0,"R",157612,403093,FALSE
2020,"FL","21","H2FL14053"," LOIS J.","FRANKEL",1,"D",237925,403093,FALSE
2020,"FL","22","H0FL22118"," JAMES L.","PRUDEN",0,"R",166553,402317,FALSE
2020,"FL","22","H0FL19080"," THEODORE ELIOT","DEUTCH",1,"D",235764,402317,FALSE
2020,"FL","23","H0FL23090"," CARLA A","SPALDING",0,"R",158874,380196,FALSE
2020,"FL","23",NA,NA,"SCHULTZ",NA,"D",221239,380196,FALSE
2020,"FL","24","H0FL17068"," FREDERICA S","WILSON",1,"D",218825,289638,FALSE
2020,"FL","24","H0FL24205"," LAVERN","SPICER",0,"R",59084,289638,FALSE
2020,"FL","25","H2FL25018"," MARIO","DIAZ-BALART",1,"R",1,1,FALSE
2020,"FL","26",NA,NA,"GIM̩NEZ",NA,"R",177223,342630,FALSE
2020,"FL","26","H8FL26039"," DEBBIE","MUCARSEL-POWELL",1,"D",165407,342630,FALSE
2020,"FL","27","H8FL27193"," DONNA","SHALALA",1,"D",166758,342975,FALSE
2020,"FL","27","H8FL27185"," MARIA ELVIRA","SALAZAR",0,"R",176141,342975,FALSE
2020,"GA","01","H0GA01029"," JOYCE MARIE","GRIGGS",0,"D",135238,324695,FALSE
2020,"GA","01","H4GA01039"," EARL LEROY","CARTER",1,"R",189457,324695,FALSE
2020,"GA","02","H0GA02258"," DONALD EUGENE","COLE",0,"R",111620,273034,FALSE
2020,"GA","02","H2GA02031"," SANFORD","BISHOP",1,"D",161397,273034,FALSE
2020,"GA","03","H6GA03113"," ANDERSON DREW IV","FERGUSON",1,"R",241526,371318,FALSE
2020,"GA","03","H0GA03074"," VALBRUN","ALMONORD",0,"D",129792,371318,FALSE
2020,"GA","04",NA,NA,"EZAMMUDEEN",NA,"R",69393,348299,FALSE
2020,"GA","04","H6GA04129"," HENRY C. 'HANK","JOHNSON",1,"D",278906,348299,FALSE
2020,"GA","05",NA,NA,"STANTON-KING",NA,"R",52646,354503,FALSE
2020,"GA","05","H0GA05301"," NIKEMA NATASSHA","WILLIAMS",0,"D",301857,354503,FALSE
2020,"GA","06","H8GA06393"," LUCIA KAY MS.","MCBATH",1,"D",216775,397104,FALSE
2020,"GA","06","H8GA06286"," KAREN CHRISTINE","HANDEL",0,"R",180329,397104,FALSE
2020,"GA","07","H0GA07273"," RICHARD DEAN DR.","MCCORMICK",0,"R",180564,371464,FALSE
2020,"GA","07","H8GA07201"," CAROLYN","BOURDEAUX",0,"D",190900,371464,FALSE
2020,"GA","08","H0GA08115"," LINDSAY DOZIER DR","HOLLIDAY",0,"D",109264,308013,FALSE
2020,"GA","08","H0GA08099"," JAMES AUSTIN","SCOTT",1,"R",198701,308013,FALSE
2020,"GA","09","H0GA09170"," DEVIN D MR SR","PANDY",0,"D",79797,372547,FALSE
2020,"GA","09","H0GA09246"," ANDREW","CLYDE",0,"R",292750,372547,FALSE
2020,"GA","10","H8GA10197"," TABITHA","JOHNSON-GREEN",0,"D",142636,378446,FALSE
2020,"GA","10","H0GA07125"," JODY","HICE",1,"R",235810,378446,FALSE
2020,"GA","11","H0GA11036"," DANA","BARRETT",0,"D",160623,405882,FALSE
2020,"GA","11","H4GA11061"," BARRY","LOUDERMILK",1,"R",245259,405882,FALSE
2020,"GA","12","H0GA12059"," ELIZABETH (LIZ)","JOHNSON",0,"D",129061,310099,FALSE
2020,"GA","12","H2GA12121"," RICHARD W","ALLEN",1,"R",181038,310099,FALSE
2020,"GA","13","H2GA13012"," DAVID ALBERT","SCOTT",1,"D",279045,360582,FALSE
2020,"GA","13","H0GA13131"," BECKY E","HITES",0,"R",81476,360582,FALSE
2020,"GA","14","H0GA06192"," MARJORIE TAYLOR MRS.","GREENE",0,"R",229827,307625,FALSE
2020,"GA","14",NA,NA,"AUSDAL",NA,"D",77798,307625,FALSE
2020,"HI","01","H2HI02128"," EDWARD","CASE",1,"D",183245,283408,FALSE
2020,"HI","01","H0HI01298"," RON","CURTIS",0,"R",71188,283408,FALSE
2020,"HI","02","H0HI02155"," KAIALI'I","KAHELE",0,"D",171517,296376,FALSE
2020,"HI","02","H0HI02213"," JOSEPH S","AKANA",0,"R",84027,296376,FALSE
2020,"IA","01",NA,NA,"HINSON",NA,"R",212088,423971,FALSE
2020,"IA","01","H8IA01094"," ABBY","FINKENAUER",1,"D",201347,423971,FALSE
2020,"IA","02","H8IA02043"," MARIANNETTE JANE","MILLER-MEEKS",0,"R",196964,413989,FALSE
2020,"IA","02","H0IA02156"," RITA","HART",0,"D",196958,413989,FALSE
2020,"IA","03","H4IA03115"," DAVID","YOUNG",0,"R",212997,460813,FALSE
2020,"IA","03","H8IA03124"," CINDY","AXNE",1,"D",219205,460813,FALSE
2020,"IA","04","H0IA04145"," RANDALL","FEENSTRA",0,"R",237369,401495,FALSE
2020,"IA","04","H8IA04106"," JAMES D.","SCHOLTEN",0,"D",144761,401495,FALSE
2020,"ID","01","H0ID01311"," RUDY","SOTO",0,"D",131380,458576,FALSE
2020,"ID","01","H8ID01124"," RUSSELL","FULCHER",1,"R",310736,458576,FALSE
2020,"ID","02","H8ID02148"," CARLTON AARON","SWISHER",0,"D",124151,391333,FALSE
2020,"ID","02","H8ID02064"," MICHAEL","SIMPSON",1,"R",250669,391333,FALSE
2020,"IL","01","H2IL01042"," BOBBY LEE","RUSH",1,"D",239943,325123,FALSE
2020,"IL","01","H0IL01194"," PHILANISE","WHITE",0,"R",85027,325123,FALSE
2020,"IL","02","H0IL02127"," THERESA","RABORN",0,"R",63142,298038,FALSE
2020,"IL","02","H2IL02172"," ROBIN","KELLY",1,"D",234896,298038,FALSE
2020,"IL","03","H0IL03117"," MIKE","FRICILONE",0,"R",133851,306848,FALSE
2020,"IL","03","H8IL03102"," MARIE","NEWMAN",0,"D",172997,306848,FALSE
2020,"IL","04","H8IL04134"," JESUS","GARCIA",1,"D",187219,222737,FALSE
2020,"IL","04","H0IL04081"," JESUS EDUARDO JR","SOLORIO",0,"R",35518,222737,FALSE
2020,"IL","05","H0IL05096"," MIKE","QUIGLEY",1,"D",255661,361271,FALSE
2020,"IL","05","H8IL05073"," TOM","HANSON",0,"R",96200,361271,FALSE
2020,"IL","06","H0IL06060"," JEANNE","IVES",0,"R",183891,404747,FALSE
2020,"IL","06","H8IL06139"," SEAN","CASTEN",1,"D",213777,404747,FALSE
2020,"IL","07","H8IL17045"," CRAIG","CAMERON",0,"R",41390,310128,FALSE
2020,"IL","07","H4IL07037"," DANNY K","DAVIS",1,"D",249383,310128,FALSE
2020,"IL","08","H6IL08147"," S. RAJA","KRISHNAMOORTHI",1,"D",186251,254578,FALSE
2020,"IL","09","H8IL09190"," SARGIS","SANGARI",0,"R",107125,369170,FALSE
2020,"IL","09","H8IL09067"," JANICE D","SCHAKOWSKY",1,"D",262045,369170,FALSE
2020,"IL","10","H0IL10351"," VALERIE RAMIREZ","MUKHERJEE",0,"R",114442,316874,FALSE
2020,"IL","10","H2IL10068"," BRADLEY SCOTT","SCHNEIDER",1,"D",202402,316874,FALSE
2020,"IL","11","H8IL14067"," G. WILLIAM (BILL)","FOSTER",1,"D",194557,307377,FALSE
2020,"IL","11","H0IL11110"," RICK","LAIB",0,"R",112807,307377,FALSE
2020,"IL","12","H0IL12100"," RAYMOND CARL DR.","LENZI",0,"D",127577,322416,FALSE
2020,"IL","12","H4IL12060"," MICHAEL","BOST",1,"R",194839,322416,FALSE
2020,"IL","13","H2IL13120"," RODNEY L","DAVIS",1,"R",181373,333021,FALSE
2020,"IL","13","H8IL13150"," BETSY DIRKSEN","LONDRIGAN",0,"D",151648,333021,FALSE
2020,"IL","14","H8IL14174"," LAUREN","UNDERWOOD",1,"D",203209,401052,FALSE
2020,"IL","14","H8IL14083"," JIM","OBERWEIS",0,"R",197835,401052,FALSE
2020,"IL","15","H0IL15129"," MARY","MILLER",0,"R",244947,333506,FALSE
2020,"IL","15","H0IL15194"," ERIKA C","WEAVER",0,"D",88559,333506,FALSE
2020,"IL","16","H0IL11052"," ADAM","KINZINGER",1,"R",218839,338159,FALSE
2020,"IL","16","H0IL16184"," DANI","BRZOZOWSKI",0,"D",119313,338159,FALSE
2020,"IL","17","H2IL17071"," CHERI","BUSTOS",1,"D",156011,299895,FALSE
2020,"IL","17","H0IL17083"," ESTHER JOY","KING",0,"R",143863,299895,FALSE
2020,"IL","18","H6IL18088"," DARIN MCKAY","LAHOOD",1,"R",261840,371879,FALSE
2020,"IL","18","H0IL18073"," GEORGE","PETRILLI",0,"D",110039,371879,FALSE
2020,"IN","01","H0IN01150"," FRANK J.","MRVAN",0,"D",185180,326948,FALSE
2020,"IN","01","H8IN01096"," MARK J","LEYVA",0,"R",132247,326948,FALSE
2020,"IN","02",NA,NA,"WALORSKI",NA,"R",183601,298568,FALSE
2020,"IN","02","H8IN02177"," MARY PATRICIA","HACKETT",0,"D",114967,298568,FALSE
2020,"IN","03","H0IN03230"," CHIP WINTER MR.","COLDIRON",0,"D",104762,325751,FALSE
2020,"IN","03","H6IN03229"," JAMES E HON.","BANKS",1,"R",220989,325751,FALSE
2020,"IN","04","H8IN04199"," JAMES R DR.","BAIRD",1,"R",225531,338515,FALSE
2020,"IN","04","H8IN04140"," JOSEPH","MACKEY",0,"D",112984,338515,FALSE
2020,"IN","05","H0IN05219"," CHRISTINA","HALE",0,"D",191226,416226,FALSE
2020,"IN","05","H0IN05326"," VICTORIA","SPARTZ",0,"R",208212,416226,FALSE
2020,"IN","06","H8IN06129"," GREGORY J.","PENCE",1,"R",225319,328213,FALSE
2020,"IN","06",NA,NA,"LAKE",NA,"D",91103,328213,FALSE
2020,"IN","07","H8IN07184"," ANDRE","CARSON",1,"D",176422,282568,FALSE
2020,"IN","07","H0IN07256"," SUSAN MARIE","SMITH",0,"R",106146,282568,FALSE
2020,"IN","08","H0IN08114"," LARRY D.","BUCSHON",1,"R",214643,320617,FALSE
2020,"IN","08","H0IN08213"," THOMASINA","MARSILI",0,"D",95691,320617,FALSE
2020,"IN","09","H6IN09176"," TREY","HOLLINGSWORTH",1,"R",222057,359038,FALSE
2020,"IN","09","H0IN09179"," ANDY","RUFF",0,"D",122566,359038,FALSE
2020,"KS","01","H0KS01123"," TRACEY ROBERT","MANN",0,"R",208229,292622,FALSE
2020,"KS","01","H0KS01172"," KALI","BARNETT",0,"D",84393,292622,FALSE
2020,"KS","02","H0KS02188"," JAKE","LATURNER",0,"R",185464,336315,FALSE
2020,"KS","02",NA,NA,"ISLA",NA,"D",136650,336315,FALSE
2020,"KS","03","H0KS03236"," AMANDA","ADKINS",0,"R",178773,410418,FALSE
2020,"KS","03","H8KS03155"," SHARICE","DAVIDS",1,"D",220049,410418,FALSE
2020,"KS","04","H8KS04088"," LAURA","LOMBARD",0,"D",116166,319598,FALSE
2020,"KS","04","H8KS04112"," RON","ESTES",1,"R",203432,319598,FALSE
2020,"KY","01","H0KY01071"," JAMES","RHODES",0,"D",82141,328470,FALSE
2020,"KY","01","H6KY01110"," JAMES","COMER",1,"R",246329,328470,FALSE
2020,"KY","02","H8KY02031"," S. BRETT HON.","GUTHRIE",1,"R",255735,360399,FALSE
2020,"KY","02","H8KY02080"," HANK","LINDERMAN",0,"D",94643,360399,FALSE
2020,"KY","03","H0KY03259"," RHONDA RAYE","PALAZZO",0,"R",137425,368097,FALSE
2020,"KY","03","H6KY03124"," JOHN","YARMUTH",1,"D",230672,368097,FALSE
2020,"KY","04","H2KY04121"," THOMAS H.","MASSIE",1,"R",256613,382509,FALSE
2020,"KY","04","H0KY04117"," ALEXANDRA DR.","OWENSBY",0,"D",125896,382509,FALSE
2020,"KY","05","H0KY05015"," HAROLD DALLAS","ROGERS",1,"R",250914,297970,FALSE
2020,"KY","05","H0KY05155"," MATTHEW","BEST",0,"D",47056,297970,FALSE
2020,"KY","06","H0KY06104"," GARLAND ANDY","BARR",1,"R",216948,378450,FALSE
2020,"KY","06","H0KY06179"," JOSH","HICKS",0,"D",155011,378450,FALSE
2020,"LA","01","H0LA01087"," STEVE MR","SCALISE",1,"R",270330,374369,FALSE
2020,"LA","01",NA,NA,"DUGAS",NA,"D",94730,374369,FALSE
2020,"LA","02","H0LA02267"," SHELDON C. SR","VINCENT",0,"R",15565,316982,FALSE
2020,"LA","02","H0LA02259"," DAVID M","SCHILLING",0,"R",47575,316982,FALSE
2020,"LA","02","H8LA02054"," CEDRIC L","RICHMOND",1,"D",201636,316982,FALSE
2020,"LA","02","H0LA02242"," GLENN ADRIAN","HARRIS",0,"D",33684,316982,FALSE
2020,"LA","03","H0LA03190"," BRAYLON","HARRIS",0,"D",60852,340120,FALSE
2020,"LA","03","H8LA03060"," ROBERT JON","ANDERSON",0,"D",39423,340120,FALSE
2020,"LA","03","H6LA03148"," CLAY CAPTAIN","HIGGINS",1,"R",230480,340120,FALSE
2020,"LA","04","H0LA04099"," KENNY","HOUSTON",0,"D",78157,306578,FALSE
2020,"LA","04","H8LA04282"," RYAN","TRUNDLE",0,"D",23813,306578,FALSE
2020,"LA","04","H0LA04107"," BEN","GIBSON",0,"R",19343,306578,FALSE
2020,"LA","04","H6LA04138"," JAMES MICHAEL","JOHNSON",1,"R",185265,306578,FALSE
2020,"LA","05","H0LA05070"," SANDRA M.S. MRS.","CHRISTOPHE",0,"D",50812,309556,FALSE
2020,"LA","05","H0LA05138"," MARTIN","LEMELLE",0,"D",32186,309556,FALSE
2020,"LA","05","H0LA05153"," PHILLIP","SNOWDEN",0,"D",9432,309556,FALSE
2020,"LA","05","H0LA05179"," ALLEN SR.","GUILLORY",0,"R",22496,309556,FALSE
2020,"LA","05","H0LA05112"," JOHN LANCE","HARRIS",0,"R",51240,309556,FALSE
2020,"LA","05","H0LA05146"," MATTHEW","HASTY",0,"R",9834,309556,FALSE
2020,"LA","05","H0LA05120"," LUKE JOSHUA","LETLOW",0,"R",102533,309556,FALSE
2020,"LA","05","H0LA05104"," RANDALL SCOTT","ROBINSON",0,"R",23887,309556,FALSE
2020,"LA","05","H0LA05161"," JESSE P.","LAGARDE",0,"D",7136,309556,FALSE
2020,"LA","05","H0LA05112"," JOHN LANCE","HARRIS",0,"R",30124,79307,TRUE
2020,"LA","05","H0LA05120"," LUKE JOSHUA","LETLOW",0,"R",49183,79307,TRUE
2020,"LA","06","H0LA06052"," DARTANYON A","WILLIAMS",0,"D",95541,373996,FALSE
2020,"LA","06","H4LA06153"," GARRET","GRAVES",1,"R",265706,373996,FALSE
2020,"MA","01","H8MA02041"," RICHARD E MR.","NEAL",1,"D",275376,372716,FALSE
2020,"MA","02","H8MA02116"," TRACY LYN","LOVVORN",0,"R",132220,394084,FALSE
2020,"MA","02","H4MA03022"," JAMES P. MR.","MCGOVERN",1,"D",249854,394084,FALSE
2020,"MA","03","H8MA03106"," LORI","TRAHAN",1,"D",286896,388210,FALSE
2020,"MA","04","H0MA04192"," JAKE","AUCHINCLOSS",0,"D",251102,434533,FALSE
2020,"MA","04","H0MA04259"," JULIE","HALL",0,"R",160474,434533,FALSE
2020,"MA","05","H4MA05084"," KATHERINE","CLARK",1,"D",294427,413371,FALSE
2020,"MA","05","H0MA05132"," CAROLINE","COLARUSSO",0,"R",101351,413371,FALSE
2020,"MA","06","H4MA06090"," SETH","MOULTON",1,"D",286377,452574,FALSE
2020,"MA","06","H0MA06148"," JOHN PAUL","MORAN",0,"R",150695,452574,FALSE
2020,"MA","07","H8MA07032"," AYANNA","PRESSLEY",1,"D",267362,326837,FALSE
2020,"MA","08","H2MA09072"," STEPHEN","LYNCH",1,"D",310940,433545,FALSE
2020,"MA","09","H0MA09076"," HELEN","BRADY",0,"R",154261,442135,FALSE
2020,"MA","09","H0MA10082"," WILLIAM RICHARD","KEATING",1,"D",260262,442135,FALSE
2020,"MD","01","H8MD01094"," ANDREW P","HARRIS",1,"R",250901,395524,FALSE
2020,"MD","01","H0MD01232"," MIA","MASON",0,"D",143877,395524,FALSE
2020,"MD","02","H0MD02230"," JOHNNY RAY MR.","SALLING",0,"R",106355,332026,FALSE
2020,"MD","02","H2MD02160"," C. A. DUTCH","RUPPERSBERGER",1,"D",224836,332026,FALSE
2020,"MD","03","H6MD03292"," JOHN P. MR.","SARBANES",1,"D",260358,373206,FALSE
2020,"MD","03","H8MD03165"," CHARLES","ANTHONY",0,"R",112117,373206,FALSE
2020,"MD","04","H6MD04209"," ANTHONY","BROWN",1,"D",282119,354529,FALSE
2020,"MD","04",NA,NA,"MCDERMOTT",NA,"R",71671,354529,FALSE
2020,"MD","05","H2MD05155"," STENY","HOYER",1,"D",274210,398839,FALSE
2020,"MD","05","H0MD05225"," CHRISTOPHER","PALOMBI",0,"R",123525,398839,FALSE
2020,"MD","06","H6MD08549"," DAVID","TRONE",1,"D",215540,366434,FALSE
2020,"MD","06","H0MD06231"," NEIL CONRAD MR.","PARROTT",0,"R",143599,366434,FALSE
2020,"MD","07","H0MD07197"," KIMBERLY","KLACIK",0,"R",92825,330998,FALSE
2020,"MD","07","H6MD07020"," KWEISI","MFUME",1,"D",237084,330998,FALSE
2020,"MD","08","H6MD08457"," JAMIE","RASKIN",1,"D",274716,402614,FALSE
2020,"MD","08","H0MD08203"," GREGORY THOMAS","COLL",0,"R",127157,402614,FALSE
2020,"ME","01","H0ME01119"," JAY THOMAS","ALLEN",0,"R",165008,447981,FALSE
2020,"ME","01","H8ME01120"," CHELLIE M","PINGREE",1,"D",271004,447981,FALSE
2020,"ME","02","H0ME02083"," DALE","CRAFTS",0,"R",175228,380324,FALSE
2020,"ME","02","H8ME02185"," JARED","GOLDEN",1,"D",197974,380324,FALSE
2020,"MI","01","H6MI01226"," JOHN","BERGMAN",1,"R",256581,416219,FALSE
2020,"MI","01","H0MI01211"," DANA","FERGUSON",0,"D",153328,416219,FALSE
2020,"MI","02","H0MI02201"," BRYAN","BERGHOEF",0,"D",154122,403247,FALSE
2020,"MI","02","H0MI02094"," WILLIAM P","HUIZENGA",1,"R",238711,403247,FALSE
2020,"MI","03","H0MI03308"," PETER MR.","MEIJER",0,"R",213649,403419,FALSE
2020,"MI","03","H0MI03316"," HILLARY","SCHOLTEN",0,"D",189769,403419,FALSE
2020,"MI","04","H8MI04101"," JEROME C","HILLIARD",0,"D",120802,373245,FALSE
2020,"MI","04","H4MI04126"," JOHN MR.","MOOLENAAR",1,"R",242621,373245,FALSE
2020,"MI","05","H2MI05119"," DANIEL T.","KILDEE",1,"D",196599,361032,FALSE
2020,"MI","05","H0MI05162"," TIMOTHY P","KELLY",0,"R",150772,361032,FALSE
2020,"MI","06","H6MI04113"," FREDERICK STEPHEN","UPTON",1,"R",211496,378980,FALSE
2020,"MI","06","H0MI06152"," JON","HOADLEY",0,"D",152085,378980,FALSE
2020,"MI","07","H0MI07150"," GRETCHEN","DRISKELL",0,"D",159743,387267,FALSE
2020,"MI","07","H4MI07103"," TIMOTHY L REP","WALBERG",1,"R",227524,387267,FALSE
2020,"MI","08","H8MI08102"," ELISSA","SLOTKIN",1,"D",217922,428344,FALSE
2020,"MI","08","H0MI08141"," PAUL","JUNGE",0,"R",202525,428344,FALSE
2020,"MI","09","H0MI09180"," CHARLES JOHN","LANGWORTHY",0,"R",153296,399117,FALSE
2020,"MI","09","H8MI09118"," ANDY","LEVIN",1,"D",230318,399117,FALSE
2020,"MI","10","H8MI10108"," KIMBERLY ANN","BIZON",0,"D",138179,409786,FALSE
2020,"MI","10","H0MI10287"," LISA","MCCLAIN",0,"R",271607,409786,FALSE
2020,"MI","11","H8MI11254"," HALEY","STEVENS",1,"D",226128,450473,FALSE
2020,"MI","11","H0MI11129"," ERIC","ESSHAKI",0,"R",215405,450473,FALSE
2020,"MI","12","H6MI12264"," JEFF","JONES",0,"R",117719,383823,FALSE
2020,"MI","12","H4MI12079"," DEBBIE","DINGELL",1,"D",254957,383823,FALSE
2020,"MI","13","H8MI13250"," RASHIDA","TLAIB",1,"D",223205,285885,FALSE
2020,"MI","13","H0MI13471"," DAVID ANTHONY","DUDENHOEFER",0,"R",53311,285885,FALSE
2020,"MI","14","H0MI14255"," ROBERT VANCE","PATRICK",0,"R",62664,342303,FALSE
2020,"MI","14","H2MI14111"," BRENDA LULENAR","LAWRENCE",1,"D",271370,342303,FALSE
2020,"MN","01","H8MN01279"," DANIEL","FEEHAN",0,"D",167890,368856,FALSE
2020,"MN","01","H0MN01045"," JAMES","HAGEDORN",1,"R",179234,368856,FALSE
2020,"MN","02","H0MN02134"," TYLER","KISTNER",0,"R",194954,424512,FALSE
2020,"MN","02","H6MN02131"," ANGELA DAWN","CRAIG",1,"D",204534,424512,FALSE
2020,"MN","03","H8MN03143"," DEAN","PHILLIPS",1,"D",246666,443603,FALSE
2020,"MN","03","H0MN03124"," KENDALL","QUALLS",0,"R",196625,443603,FALSE
2020,"MN","04","H6MN04244"," GENE","RECHTZIGEL",0,"R",112730,389114,FALSE
2020,"MN","04","H0MN04049"," BETTY","MCCOLLUM",1,"D",245813,389114,FALSE
2020,"MN","05","H0MN05178"," LACY","JOHNSON",0,"R",102878,398229,FALSE
2020,"MN","05","H8MN05239"," ILHAN","OMAR",1,"D",255924,398229,FALSE
2020,"MN","06","H4MN06087"," THOMAS EARL JR.","EMMER",1,"R",270901,412307,FALSE
2020,"MN","06","H0MN06150"," TAWNJA","ZAHRADKA",0,"D",140853,412307,FALSE
2020,"MN","07","H2MN07014"," COLLIN CLARK","PETERSON",1,"D",144840,363477,FALSE
2020,"MN","07","H0MN07091"," MICHELLE","FISCHBACH",0,"R",194066,363477,FALSE
2020,"MN","08","H8MN08043"," PETER ALLEN","STAUBER",1,"R",223432,393711,FALSE
2020,"MN","08","H0MN08156"," QUINN REABE","NYSTROM",0,"D",147853,393711,FALSE
2020,"MO","01","H8MO01143"," CORI","BUSH",0,"D",249087,316171,FALSE
2020,"MO","01","H0MO01207"," ANTHONY","ROGERS",0,"R",59940,316171,FALSE
2020,"MO","02","H2MO02102"," ANN L.","WAGNER",1,"R",233157,449348,FALSE
2020,"MO","02","H0MO02254"," JILL DARLYNE","SCHUPP",0,"D",204540,449348,FALSE
2020,"MO","03","H0MO03245"," MEGAN","REZABEK",0,"D",116095,407348,FALSE
2020,"MO","03","H8MO09153"," W BLAINE","LUETKEMEYER",1,"R",282866,407348,FALSE
2020,"MO","04","H0MO04235"," LINDSEY NICOLE","SIMMONS",0,"D",107635,362836,FALSE
2020,"MO","04","H0MO04086"," VICKY","HARTZLER",1,"R",245247,362836,FALSE
2020,"MO","05","H0MO05208"," RYAN","DERKS",0,"R",135934,352430,FALSE
2020,"MO","05","H4MO05234"," EMANUEL II","CLEAVER",1,"D",207180,352430,FALSE
2020,"MO","06","H0MO06222"," GENA L DR","ROSS",0,"D",118926,385779,FALSE
2020,"MO","06","H0MO06073"," SAMUEL B. JR.","GRAVES",1,"R",258709,385779,FALSE
2020,"MO","07","H0MO07246"," TERESA MS.","MONTSENY",0,"D",98111,369283,FALSE
2020,"MO","07","H0MO07113"," BILLY MR.","LONG",1,"R",254318,369283,FALSE
2020,"MO","08","H4MO08162"," JASON T","SMITH",1,"R",253811,330226,FALSE
2020,"MO","08","H8MO08098"," KATHRYN GAIL","ELLIS",0,"D",70561,330226,FALSE
2020,"MS","01","H0MS01118"," ANTONIA","ELIASON",0,"D",104008,332795,FALSE
2020,"MS","01","H6MS01131"," JOHN TRENT","KELLY",1,"R",228787,332795,FALSE
2020,"MS","02","H4MS02068"," BENNIE G.","THOMPSON",1,"D",196224,297234,FALSE
2020,"MS","02","H0MS02082"," BRIAN WESLEY","FLOWERS",0,"R",101010,297234,FALSE
