year,STATE,DISTRICT,REP_IND,DEM_IND,LBT_IND,GRN_IND,IND_IND
2022,CA,35,1,1,0,0,0
2022,CA,36,1,1,0,0,0
2022,CA,37,0,1,0,0,0
2022,CA,38,1,1,0,0,0
2022,CA,39,1,1,0,0,0
2022,CA,40,1,1,0,0,0
2022,CA,41,1,1,0,0,0
2022,CA,42,1,1,0,0,0
2022,CA,43,1,1,0,0,0
2022,CA,44,1,1,0,0,0
2022,CA,45,1,1,0,0,0
2022,CA,46,1,1,0,0,0
2022,CA,47,1,1,0,0,0
2022,CA,48,1,1,0,0,0
2022,CA,49,1,1,0,0,0
2022,CA,50,1,1,0,0,0
2022,CA,51,1,1,0,0,0
2022,CA,52,1,1,0,0,0
2022,CO,1,1,1,1,0,0
2022,CO,2,1,1,0,0,0
2022,CO,3,1,1,0,0,0
2022,CO,4,1,1,0,0,0
2022,CO,5,1,1,1,0,0
2022,CO,6,1,1,1,0,0
2022,CO,7,1,1,1,0,0
2022,CO,8,1,1,1,0,0
2022,CT,1,1,1,0,1,0
2022,CT,2,1,1,1,1,0
2022,CT,3,1,1,0,1,1
2022,CT,4,1,1,0,0,0
2022,CT,5,1,1,0,0,0
2022,DE,1,1,1,1,0,1
2022,FL,1,1,1,0,0,0
2022,FL,2,1,1,0,0,0
2022,FL,3,1,1,0,0,0
2022,FL,4,1,1,0,0,0
2022,FL,5,1,0,0,0,0
2022,FL,6,1,0,1,0,0
2022,FL,7,1,1,0,0,0
2022,FL,8,1,1,0,0,0
2022,FL,9,1,1,0,0,0
2022,FL,10,1,1,0,0,0
2022,FL,11,1,1,0,0,0
2022,FL,12,1,1,0,0,0
2022,FL,13,1,1,1,0,0
2022,FL,14,1,1,0,0,0
2022,FL,15,1,1,0,0,0
2022,FL,16,1,1,0,0,0
2022,FL,17,1,1,0,0,0
2022,FL,18,1,0,0,0,0
2022,FL,19,1,1,0,0,0
2022,FL,20,1,1,0,0,0
2022,FL,21,1,1,0,0,0
2022,FL,22,1,1,0,0,0
2022,FL,23,1,1,0,0,0
2022,FL,24,1,1,0,0,0
2022,FL,25,1,1,0,0,0
2022,FL,26,1,1,0,0,0
2022,FL,27,1,1,0,0,0
2022,FL,28,1,1,0,0,0
2022,GA,1,1,1,0,0,0
2022,GA,2,1,1,0,0,0
2022,GA,3,1,1,0,0,0
2022,GA,4,1,1,0,0,0
2022,GA,5,1,1,0,0,0
2022,GA,6,1,1,0,0,0
2022,GA,7,1,1,0,0,0
2022,GA,8,1,1,0,0,0
2022,GA,9,1,1,0,0,0
2022,GA,10,1,1,0,0,0
2022,GA,11,1,1,0,0,0
2022,GA,12,1,1,0,0,0
2022,GA,13,1,1,0,0,0
2022,GA,14,1,1,0,0,0
2022,HI,1,1,1,0,0,0
2022,HI,2,1,1,1,0,0
2022,ID,1,1,1,1,0,0
2022,ID,2,1,1,0,0,0
2022,IL,1,1,1,0,0,0
2022,IL,2,1,1,0,0,0
2022,IL,3,1,1,0,0,0
2022,IL,4,1,1,0,0,0
2022,IL,5,1,1,0,0,1
2022,IL,6,1,1,0,0,0
2022,IL,7,0,1,0,0,0
2022,IL,8,1,1,0,0,0
2022,IL,9,1,1,0,0,0
2022,IL,10,1,1,0,0,0
2022,IL,11,1,1,0,0,0
2022,IL,12,1,1,0,0,0
2022,IL,13,1,1,0,0,0
2022,IL,14,1,1,0,0,0
2022,IL,15,1,1,0,0,0
2022,IL,16,1,1,0,0,0
2022,IL,17,1,1,0,0,0
2022,IN,1,1,1,0,0,0
2022,IN,2,1,1,1,0,0
2022,IN,3,1,1,0,0,1
2022,IN,4,1,1,0,0,0
2022,IN,5,1,1,0,0,0
2022,IN,6,1,1,0,0,0
2022,IN,7,1,1,1,0,0
2022,IN,8,1,1,1,0,0
2022,IN,9,1,1,1,0,0
2022,IA,1,1,1,0,0,0
2022,IA,2,1,1,0,0,0
2022,IA,3,1,1,0,0,0
2022,IA,4,1,1,0,0,0
2022,KS,1,1,1,0,0,0
2022,KS,2,1,1,0,0,0
2022,KS,3,1,1,1,0,0
2022,KS,4,1,1,0,0,0
2022,KY,1,1,1,0,0,0
2022,KY,2,1,1,0,0,0
2022,KY,3,1,1,0,0,0
2022,KY,4,1,1,0,0,1
2022,KY,5,1,1,0,0,0
2022,KY,6,1,1,0,0,0
2022,LA,1,1,1,1,0,0
2022,LA,2,1,1,0,0,0
2022,LA,3,1,1,1,0,1
2022,LA,4,1,0,0,0,0
2022,LA,5,1,1,0,0,0
2022,LA,6,1,0,1,0,0
2022,ME,1,1,1,0,0,0
2022,ME,2,1,1,0,0,1
2022,MD,1,1,1,1,0,0
2022,MD,2,1,1,0,0,0
2022,MD,3,1,1,0,0,0
2022,MD,4,1,1,0,0,0
2022,MD,5,1,1,0,0,0
2022,MD,6,1,1,0,0,0
2022,MD,7,1,1,0,0,0
2022,MD,8,1,1,1,0,0
2022,MA,1,1,1,0,0,0
2022,MA,2,1,1,0,0,0
2022,MA,3,1,1,0,0,0
2022,MA,4,0,1,0,0,0
2022,MA,5,1,1,0,0,0
2022,MA,6,1,1,1,0,0
2022,MA,7,1,1,0,0,0
2022,MA,8,1,1,0,0,0
2022,MA,9,1,1,0,0,0
2022,MI,1,1,1,1,0,0
2022,MI,2,1,1,1,0,0
2022,MI,3,1,1,1,0,0
2022,MI,4,1,1,1,0,0
2022,MI,5,1,1,1,0,0
2022,MI,6,1,1,0,0,0
2022,MI,7,1,1,1,0,0
2022,MI,8,1,1,1,0,0
2022,MI,9,1,1,1,0,0
2022,MI,10,1,1,1,0,0
2022,MI,11,1,1,0,0,0
2022,MI,12,1,1,0,0,0
2022,MI,13,1,1,0,0,0
2022,MN,1,1,1,0,0,0
2022,MN,2,1,1,0,0,0
2022,MN,3,1,1,0,0,0
2022,MN,4,1,1,0,0,0
2022,MN,5,1,1,0,0,0
2022,MN,6,1,1,0,0,0
2022,MN,7,1,1,0,0,0
2022,MN,8,1,1,0,0,0
2022,MS,1,1,1,0,0,0
2022,MS,2,1,1,0,0,0
2022,MS,3,1,1,0,0,0
2022,MS,4,1,1,1,0,0
2022,MO,1,1,1,1,0,0
2022,MO,2,1,1,1,0,0
2022,MO,3,1,1,0,0,0
2022,MO,4,1,1,1,0,0
2022,MO,5,1,1,1,0,0
2022,MO,6,1,1,1,0,0
2022,MO,7,1,1,1,0,0
2022,MO,8,1,1,1,0,0
2022,MT,1,1,1,1,0,0
2022,MT,2,1,1,1,0,1
2022,NE,1,1,1,0,0,0
2022,NE,2,1,1,0,0,0
2022,NE,3,1,1,0,0,0
2022,NV,1,1,1,1,0,0
2022,NV,2,1,1,1,0,0
2022,NV,3,1,1,0,0,0
2022,NV,4,1,1,0,0,0
2022,NH,1,1,1,0,0,0
2022,NH,2,1,1,0,0,0
2022,NJ,1,1,1,1,0,0
2022,NJ,2,1,1,1,0,0
2022,NJ,3,1,1,1,0,0
2022,NJ,4,1,1,1,0,1
2022,NJ,5,1,1,1,0,0
2022,NJ,6,1,1,1,0,0
2022,NJ,7,1,1,0,0,0
2022,NJ,8,1,1,1,0,0
2022,NJ,9,1,1,1,0,0
2022,NJ,10,1,1,1,0,0
2022,NJ,11,1,1,1,0,0
2022,NJ,12,1,1,1,0,0
2022,NM,1,1,1,0,0,1
2022,NM,2,1,1,0,0,0
2022,NM,3,1,1,0,0,0
2022,NY,1,1,1,0,0,0
2022,NY,2,1,1,0,0,0
2022,NY,3,1,1,0,0,0
2022,NY,4,1,1,0,0,0
2022,NY,5,1,1,0,0,0
2022,NY,6,1,1,0,0,0
2022,NY,7,1,1,0,0,0
2022,NY,8,1,1,0,0,0
2022,NY,9,0,1,0,0,0
2022,NY,10,1,1,0,0,0
2022,NY,11,1,1,0,0,0
2022,NY,12,1,1,0,0,0
2022,NY,13,0,1,0,0,0
2022,NY,14,1,1,0,0,0
2022,NY,15,1,1,0,0,0
2022,NY,16,1,1,0,0,0
2022,NY,17,1,1,0,0,0
2022,NY,18,1,1,0,0,0
2022,NY,19,1,1,0,0,0
2022,NY,20,1,1,0,0,0
2022,NY,21,1,1,0,0,0
2022,NY,22,1,1,0,0,0
2022,NY,23,1,1,0,0,0
2022,NY,24,1,1,0,0,0
2022,NY,25,1,1,0,0,0
2022,NY,26,1,1,0,0,0
2022,NC,1,1,1,0,0,0
2022,NC,2,1,1,0,0,0
2022,NC,3,1,1,0,0,0
2022,NC,4,1,1,0,0,0
2022,NC,5,1,1,0,0,0
2022,NC,6,1,1,1,0,0
2022,NC,7,1,1,0,0,0
2022,NC,8,1,1,0,0,0
2022,NC,9,1,1,0,0,0
2022,NC,10,1,1,0,0,0
2022,NC,11,1,1,1,0,0
2022,NC,12,1,1,0,0,0
2022,NC,13,1,1,0,0,0
2022,ND,1,1,0,0,0,1
2022,OH,1,1,1,0,0,0
2022,OH,2,1,1,0,0,0
2022,OH,3,1,1,0,0,0
2022,OH,4,1,1,0,0,0
2022,OH,5,1,1,0,0,0
2022,OH,6,1,1,0,0,0
2022,OH,7,1,1,0,0,0
2022,OH,8,1,1,0,0,0
2022,OH,9,1,1,0,0,0
2022,OH,10,1,1,0,0,0
2022,OH,11,1,1,0,0,0
2022,OH,12,1,1,0,0,0
2022,OH,13,1,1,0,0,0
2022,OH,14,1,1,0,0,0
2022,OH,15,1,1,0,0,0
2022,OK,1,1,1,0,0,1
2022,OK,2,1,1,0,0,1
2022,OK,3,1,1,0,0,0
2022,OK,4,1,1,0,0,0
2022,OK,5,1,1,0,0,1
2022,OR,1,1,1,0,0,0
2022,OR,2,1,1,0,0,0
2022,OR,3,1,1,0,0,1
2022,OR,4,1,1,1,0,1
2022,OR,5,1,1,0,0,0
2022,OR,6,1,1,0,0,0
2022,PA,1,1,1,0,0,0
2022,PA,2,1,1,0,0,0
2022,PA,3,0,1,0,0,0
2022,PA,4,1,1,0,0,0
2022,PA,5,1,1,0,0,0
2022,PA,6,1,1,0,0,0
2022,PA,7,1,1,0,0,0
2022,PA,8,1,1,0,0,0
2022,PA,9,1,1,0,0,0
2022,PA,10,1,1,0,0,0
2022,PA,11,1,1,0,0,0
2022,PA,12,1,1,0,0,0
2022,PA,13,1,0,0,0,0
2022,PA,14,1,0,0,0,0
2022,PA,15,1,1,0,0,0
2022,PA,16,1,1,0,0,0
2022,PA,17,1,1,0,0,0
2022,RI,1,1,1,0,0,0
2022,RI,2,1,1,0,0,0
2022,SC,1,1,1,0,0,0
2022,SC,2,1,1,0,0,0
2022,SC,3,1,0,0,0,0
2022,SC,4,1,0,0,0,0
2022,SC,5,1,1,0,1,0
2022,SC,6,1,1,0,0,0
2022,SC,7,1,1,0,0,0
2022,SD,1,1,0,1,0,0
2022,TN,1,1,1,0,0,1
2022,TN,2,1,1,0,0,0
2022,TN,3,1,1,0,0,1
2022,TN,4,1,1,0,0,1
2022,TN,5,1,1,0,0,1
2022,TN,6,1,1,0,0,0
2022,TN,7,1,1,0,0,1
2022,TN,8,1,1,0,0,1
2022,TN,9,1,1,0,0,1
2022,TX,1,1,1,0,0,0
2022,TX,2,1,1,0,0,0
2022,TX,3,1,1,1,0,0
2022,TX,4,1,1,1,0,0
2022,TX,5,1,1,1,0,0
2022,TX,6,1,0,0,0,0
2022,TX,7,1,1,0,0,0
2022,TX,8,1,1,1,0,0
2022,TX,9,1,1,0,0,0
2022,TX,10,1,1,1,0,0
2022,TX,11,1,0,0,0,0
2022,TX,12,1,1,0,0,0
2022,TX,13,1,1,0,0,0
2022,TX,14,1,1,0,0,0
2022,TX,15,1,1,1,0,0
2022,TX,16,1,1,0,0,0
2022,TX,17,1,1,0,0,0
2022,TX,18,1,1,1,0,1
2022,TX,19,1,0,0,0,1
2022,TX,20,1,1,0,0,0
2022,TX,21,1,1,0,0,0
2022,TX,22,1,1,1,0,0
2022,TX,23,1,1,0,0,1
2022,TX,24,1,1,0,0,0
2022,TX,25,1,0,0,0,0
2022,TX,26,1,0,1,0,0
2022,TX,27,1,1,0,0,0
2022,TX,28,1,1,0,0,0
2022,TX,29,1,1,0,0,0
2022,TX,30,1,1,1,0,1
2022,TX,31,1,0,0,0,0
2022,TX,32,1,1,0,0,0
2022,TX,33,1,1,1,0,0
2022,TX,34,1,1,0,0,1
2022,TX,35,1,1,0,0,0
2022,TX,36,1,1,0,0,0
2022,TX,37,1,1,1,0,0
2022,TX,38,1,1,0,0,1
2022,UT,1,1,1,0,0,0
2022,UT,2,1,1,0,0,0
2022,UT,3,1,1,1,0,0
2022,UT,4,1,1,0,0,0
2022,VT,1,1,1,1,0,1
2022,VA,1,1,1,0,0,1
2022,VA,2,1,1,0,0,0
2022,VA,3,1,1,0,0,0
2022,VA,4,1,1,0,0,0
2022,VA,5,1,1,0,0,0
2022,VA,6,1,1,0,0,0
2022,VA,7,1,1,0,0,0
2022,VA,8,1,1,0,0,1
2022,VA,9,1,1,0,0,0
2022,VA,10,1,1,0,0,0
2022,VA,11,1,1,0,0,0
2022,WA,1,1,1,0,0,0
2022,WA,2,1,1,0,0,0
2022,WA,3,1,1,0,0,0
2022,WA,4,1,1,0,0,0
2022,WA,5,1,1,0,0,0
2022,WA,6,1,1,0,0,0
2022,WA,7,1,1,0,0,0
2022,WA,8,1,1,0,0,0
2022,WA,9,1,1,0,0,0
2022,WA,10,1,1,0,0,0
2022,WV,1,1,1,0,0,1
2022,WV,2,1,1,0,0,0
2022,WI,1,1,1,0,0,0
2022,WI,2,1,1,0,0,1
2022,WI,3,1,1,0,0,0
2022,WI,4,1,1,0,0,1
2022,WI,5,1,1,0,0,0
2022,WI,6,1,0,0,0,0
2022,WI,7,1,1,0,0,0
2022,WI,8,1,0,1,0,1
2022,WY,1,1,1,1,0,0
