"year","name","DEM_VOTES_2016","REP_VOTES_2016","TOTAL_VOTES_2016","DEM_PRCT_2016","REP_PRCT_2016","LEAN_2016","DEM_VOTES_2020","REP_VOTES_2020","TOTAL_VOTES_2020","DEM_PRCT_2020","REP_PRCT_2020","LEAN_2020"
2022,"FL-05",129171,207648,336819,38.35,61.65,25.52,174274,241502,415776,41.92,58.08,20.7
2022,"FL-06",134243,221109,355352,37.78,62.22,26.66,162780,265535,428315,38,62,28.54
2022,"FL-07",162391,190503,352894,46.02,53.98,10.18,200961,224065,425026,47.28,52.72,9.98
2022,"FL-08",149520,231945,381465,39.2,60.8,23.82,187361,268585,455946,41.09,58.91,22.36
2022,"FL-09",170796,97240,268036,63.72,36.28,-25.22,197980,138858,336838,58.78,41.22,-13.02
2022,"FL-10",190306,93066,283372,67.16,32.84,-32.1,217287,110689,327976,66.25,33.75,-27.96
2022,"FL-11",138386,189446,327832,42.21,57.79,17.8,190010,237046,427056,44.49,55.51,15.56
2022,"FL-12",121887,224212,346099,35.22,64.78,31.78,150950,274175,425125,35.51,64.49,33.52
2022,"FL-13",176338,208057,384395,45.87,54.13,10.48,208250,238863,447113,46.58,53.42,11.38
2022,"FL-14",198833,125297,324130,61.34,38.66,-20.46,231516,156336,387852,59.69,40.31,-14.84
2022,"FL-15",143057,154765,297822,48.03,51.97,6.16,174971,186218,361189,48.44,51.56,7.66
2022,"FL-16",136486,177859,314345,43.42,56.58,15.38,184406,220800,405206,45.51,54.49,13.52
2022,"FL-17",152041,215019,367060,41.42,58.58,19.38,187285,259116,446401,41.95,58.05,20.64
2022,"FL-18",111724,174322,286046,39.06,60.94,24.1,133450,212145,345595,38.61,61.39,27.32
2022,"FL-19",134021,218089,352110,38.06,61.94,26.1,169881,260897,430778,39.44,60.56,25.66
2022,"FL-20",228855,60216,289071,79.17,20.83,-56.12,252546,78549,331095,76.28,23.72,-48.02
2022,"FL-21",162388,200766,363154,44.72,55.28,12.78,199378,240992,440370,45.28,54.72,13.98
2022,"FL-22",198164,129965,328129,60.39,39.61,-18.56,230232,160722,390954,58.89,41.11,-13.24
2022,"FL-23",198604,148013,346617,57.3,42.7,-12.38,231516,177354,408870,56.62,43.38,-8.7
2022,"FL-24",235432,50434,285866,82.36,17.64,-62.5,245051,83606,328657,74.56,25.44,-44.58
2022,"FL-25",210248,114488,324736,64.74,35.26,-27.26,230765,153055,383820,60.12,39.88,-15.7
2022,"FL-26",131767,120617,252384,52.21,47.79,-2.2,126563,184014,310577,40.75,59.25,23.04
2022,"FL-27",175310,122156,297466,58.93,41.07,-15.64,178271,179316,357587,49.85,50.15,4.84
2022,"FL-28",157965,114358,272323,58.01,41.99,-13.8,158752,180598,339350,46.78,53.22,10.98
2008,"GA-01",85586,171287,256873,33.32,66.68,35.58,111909,205074,316983,35.3,64.7,33.94
2008,"GA-02",114194,110739,224933,50.77,49.23,0.68,129166,125135,254301,50.79,49.21,2.96000000000001
2008,"GA-03",135068,236325,371393,36.37,63.63,29.48,188910,270602,459512,41.11,58.89,22.32
2008,"GA-04",210808,44862,255670,82.45,17.55,-62.68,258295,52053,310348,83.23,16.77,-61.92
2008,"GA-05",238627,49295,287922,82.88,17.12,-63.54,293530,58748,352278,83.32,16.68,-62.1
2008,"GA-06",151069,219670,370739,40.75,59.25,20.72,224338,252131,476469,47.08,52.92,10.38
2008,"GA-07",175449,206985,382434,45.88,54.12,10.46,260647,238586,499233,52.21,47.79,0.120000000000005
2008,"GA-08",113937,164279,278216,40.95,59.05,20.32,142766,191572,334338,42.7,57.3,19.14
2008,"GA-09",69764,267413,337177,20.69,79.31,60.84,107913,331063,438976,24.58,75.42,55.38
2008,"GA-10",109347,205788,315135,34.7,65.3,32.82,145472,249874,395346,36.8,63.2,30.94
2008,"GA-11",104656,219958,324614,32.24,67.76,37.74,151091,262709,413800,36.51,63.49,31.52
2008,"GA-12",132499,122380,254879,51.99,48.01,-1.76,159541,147016,306557,52.04,47.96,0.460000000000008
2008,"GA-13",236953,70124,307077,77.16,22.84,-52.1,300927,77273,378200,79.57,20.43,-54.6
2010,"GA-01",85586,171287,256873,33.32,66.68,35.58,111909,205074,316983,35.3,64.7,33.94
2010,"GA-02",114194,110739,224933,50.77,49.23,0.68,129166,125135,254301,50.79,49.21,2.96000000000001
2010,"GA-03",135068,236325,371393,36.37,63.63,29.48,188910,270602,459512,41.11,58.89,22.32
2010,"GA-04",210808,44862,255670,82.45,17.55,-62.68,258295,52053,310348,83.23,16.77,-61.92
2010,"GA-05",238627,49295,287922,82.88,17.12,-63.54,293530,58748,352278,83.32,16.68,-62.1
2010,"GA-06",151069,219670,370739,40.75,59.25,20.72,224338,252131,476469,47.08,52.92,10.38
2010,"GA-07",175449,206985,382434,45.88,54.12,10.46,260647,238586,499233,52.21,47.79,0.120000000000005
2010,"GA-08",113937,164279,278216,40.95,59.05,20.32,142766,191572,334338,42.7,57.3,19.14
2010,"GA-09",69764,267413,337177,20.69,79.31,60.84,107913,331063,438976,24.58,75.42,55.38
2010,"GA-10",109347,205788,315135,34.7,65.3,32.82,145472,249874,395346,36.8,63.2,30.94
2010,"GA-11",104656,219958,324614,32.24,67.76,37.74,151091,262709,413800,36.51,63.49,31.52
2010,"GA-12",132499,122380,254879,51.99,48.01,-1.76,159541,147016,306557,52.04,47.96,0.460000000000008
2010,"GA-13",236953,70124,307077,77.16,22.84,-52.1,300927,77273,378200,79.57,20.43,-54.6
2012,"GA-01",110630,152890,263520,41.98,58.02,18.26,143359,184836,328195,43.68,56.32,17.18
2012,"GA-02",136579,107327,243906,56,44,-9.78000000000001,155945,121877,277822,56.13,43.87,-7.72
2012,"GA-03",101797,200759,302556,33.65,66.35,34.92,139952,235661,375613,37.26,62.74,30.02
2012,"GA-04",224424,65991,290415,77.28,22.72,-52.34,281205,71786,352991,79.66,20.34,-54.78
2012,"GA-05",258781,36350,295131,87.68,12.32,-73.14,313608,45878,359486,87.24,12.76,-69.94
2012,"GA-06",155477,160244,315721,49.25,50.75,3.71999999999999,221202,175456,396658,55.77,44.23,-6.99999999999999
2012,"GA-07",131548,149653,281201,46.78,53.22,8.66,197888,172263,370151,53.46,46.54,-2.37999999999999
2012,"GA-08",90778,167473,258251,35.15,64.85,31.92,116343,194930,311273,37.38,62.62,29.78
2012,"GA-09",57968,232260,290228,19.97,80.03,62.28,86645,294770,381415,22.72,77.28,59.1
2012,"GA-10",113117,193082,306199,36.94,63.06,28.34,152078,231431,383509,39.65,60.35,25.24
2012,"GA-11",115846,198419,314265,36.86,63.14,28.5,170982,234595,405577,42.16,57.84,20.22
2012,"GA-12",109030,152003,261033,41.77,58.23,18.68,136636,176700,313336,43.61,56.39,17.32
2012,"GA-13",215439,80639,296078,72.76,27.24,-43.3,277580,86259,363839,76.29,23.71,-48.04
2012,"GA-14",56549,192014,248563,22.75,77.25,56.72,81085,235396,316481,25.62,74.38,53.3
2014,"GA-01",110630,152890,263520,41.98,58.02,18.26,143359,184836,328195,43.68,56.32,17.18
2014,"GA-02",136579,107327,243906,56,44,-9.78000000000001,155945,121877,277822,56.13,43.87,-7.72
2014,"GA-03",101797,200759,302556,33.65,66.35,34.92,139952,235661,375613,37.26,62.74,30.02
2014,"GA-04",224424,65991,290415,77.28,22.72,-52.34,281205,71786,352991,79.66,20.34,-54.78
2014,"GA-05",258781,36350,295131,87.68,12.32,-73.14,313608,45878,359486,87.24,12.76,-69.94
2014,"GA-06",155477,160244,315721,49.25,50.75,3.71999999999999,221202,175456,396658,55.77,44.23,-6.99999999999999
2014,"GA-07",131548,149653,281201,46.78,53.22,8.66,197888,172263,370151,53.46,46.54,-2.37999999999999
2014,"GA-08",90778,167473,258251,35.15,64.85,31.92,116343,194930,311273,37.38,62.62,29.78
2014,"GA-09",57968,232260,290228,19.97,80.03,62.28,86645,294770,381415,22.72,77.28,59.1
2014,"GA-10",113117,193082,306199,36.94,63.06,28.34,152078,231431,383509,39.65,60.35,25.24
2014,"GA-11",115846,198419,314265,36.86,63.14,28.5,170982,234595,405577,42.16,57.84,20.22
2014,"GA-12",109030,152003,261033,41.77,58.23,18.68,136636,176700,313336,43.61,56.39,17.32
2014,"GA-13",215439,80639,296078,72.76,27.24,-43.3,277580,86259,363839,76.29,23.71,-48.04
2014,"GA-14",56549,192014,248563,22.75,77.25,56.72,81085,235396,316481,25.62,74.38,53.3
2016,"GA-01",110630,152890,263520,41.98,58.02,18.26,143359,184836,328195,43.68,56.32,17.18
2016,"GA-02",136579,107327,243906,56,44,-9.78000000000001,155945,121877,277822,56.13,43.87,-7.72
2016,"GA-03",101797,200759,302556,33.65,66.35,34.92,139952,235661,375613,37.26,62.74,30.02
2016,"GA-04",224437,65995,290432,77.28,22.72,-52.34,281220,71791,353011,79.66,20.34,-54.78
2016,"GA-05",258781,36350,295131,87.68,12.32,-73.14,313608,45878,359486,87.24,12.76,-69.94
2016,"GA-06",155511,160292,315803,49.24,50.76,3.74,221274,175532,396806,55.76,44.24,-6.97999999999999
2016,"GA-07",131501,149601,281102,46.78,53.22,8.66,197801,172182,369983,53.46,46.54,-2.37999999999999
2016,"GA-08",90778,167473,258251,35.15,64.85,31.92,116343,194930,311273,37.38,62.62,29.78
2016,"GA-09",57968,232260,290228,19.97,80.03,62.28,86645,294770,381415,22.72,77.28,59.1
2016,"GA-10",113117,193082,306199,36.94,63.06,28.34,152078,231431,383509,39.65,60.35,25.24
2016,"GA-11",115846,198419,314265,36.86,63.14,28.5,170982,234595,405577,42.16,57.84,20.22
2016,"GA-12",109030,152003,261033,41.77,58.23,18.68,136636,176700,313336,43.61,56.39,17.32
2016,"GA-13",215439,80639,296078,72.76,27.24,-43.3,277580,86259,363839,76.29,23.71,-48.04
2016,"GA-14",56549,192014,248563,22.75,77.25,56.72,81085,235396,316481,25.62,74.38,53.3
2018,"GA-01",110605,152849,263454,41.98,58.02,18.26,143327,184794,328121,43.68,56.32,17.18
2018,"GA-02",136579,107327,243906,56,44,-9.78000000000001,155945,121877,277822,56.13,43.87,-7.72
2018,"GA-03",101797,200759,302556,33.65,66.35,34.92,139952,235661,375613,37.26,62.74,30.02
2018,"GA-04",224430,65986,290416,77.28,22.72,-52.34,281225,71793,353018,79.66,20.34,-54.78
2018,"GA-05",258774,36350,295124,87.68,12.32,-73.14,313600,45878,359478,87.24,12.76,-69.94
2018,"GA-06",155511,160292,315803,49.24,50.76,3.74,221274,175532,396806,55.76,44.24,-6.97999999999999
2018,"GA-07",131508,149610,281118,46.78,53.22,8.66,197796,172180,369976,53.46,46.54,-2.37999999999999
2018,"GA-08",90778,167473,258251,35.15,64.85,31.92,116343,194930,311273,37.38,62.62,29.78
2018,"GA-09",57968,232260,290228,19.97,80.03,62.28,86645,294770,381415,22.72,77.28,59.1
2018,"GA-10",113117,193082,306199,36.94,63.06,28.34,152078,231431,383509,39.65,60.35,25.24
2018,"GA-11",115846,198419,314265,36.86,63.14,28.5,170982,234595,405577,42.16,57.84,20.22
2018,"GA-12",109030,152003,261033,41.77,58.23,18.68,136636,176700,313336,43.61,56.39,17.32
2018,"GA-13",215446,80639,296085,72.76,27.24,-43.3,277588,86259,363847,76.29,23.71,-48.04
2018,"GA-14",56549,192014,248563,22.75,77.25,56.72,81085,235396,316481,25.62,74.38,53.3
2020,"GA-01",110605,152849,263454,41.98,58.02,18.26,143327,184794,328121,43.68,56.32,17.18
2020,"GA-02",136579,107327,243906,56,44,-9.78000000000001,155945,121877,277822,56.13,43.87,-7.72
2020,"GA-03",101797,200759,302556,33.65,66.35,34.92,139952,235661,375613,37.26,62.74,30.02
2020,"GA-04",224451,65993,290444,77.28,22.72,-52.34,281251,71803,353054,79.66,20.34,-54.78
2020,"GA-05",258774,36350,295124,87.68,12.32,-73.14,313600,45878,359478,87.24,12.76,-69.94
2020,"GA-06",155478,160273,315751,49.24,50.76,3.74,221229,175506,396735,55.76,44.24,-6.97999999999999
2020,"GA-07",131520,149622,281142,46.78,53.22,8.66,197815,172196,370011,53.46,46.54,-2.37999999999999
2020,"GA-08",90778,167473,258251,35.15,64.85,31.92,116343,194930,311273,37.38,62.62,29.78
2020,"GA-09",57968,232260,290228,19.97,80.03,62.28,86645,294770,381415,22.72,77.28,59.1
2020,"GA-10",113117,193082,306199,36.94,63.06,28.34,152078,231431,383509,39.65,60.35,25.24
2020,"GA-11",115845,198390,314235,36.87,63.13,28.48,170964,234560,405524,42.16,57.84,20.22
2020,"GA-12",109030,152003,261033,41.77,58.23,18.68,136636,176700,313336,43.61,56.39,17.32
2020,"GA-13",215441,80640,296081,72.76,27.24,-43.3,277597,86256,363853,76.29,23.71,-48.04
2020,"GA-14",56555,192042,248597,22.75,77.25,56.72,81094,235434,316528,25.62,74.38,53.3
2022,"GA-01",110598,155967,266565,41.49,58.51,19.24,144335,189654,333989,43.22,56.78,18.1
2022,"GA-02",150236,124587,274823,54.67,45.33,-7.12,173449,140456,313905,55.26,44.74,-5.97999999999999
2022,"GA-03",97818,210783,308601,31.7,68.3,38.82,132437,248460,380897,34.77,65.23,35
2022,"GA-04",222492,66102,288594,77.1,22.9,-51.98,277963,72371,350334,79.34,20.66,-54.14
2022,"GA-05",249180,49319,298499,83.48,16.52,-64.74,306536,59800,366336,83.68,16.32,-62.82
2022,"GA-06",114063,202488,316551,36.03,63.97,30.16,175056,236982,412038,42.49,57.51,19.56
2022,"GA-07",142932,106621,249553,57.28,42.72,-12.34,203197,118947,322144,63.08,36.92,-21.62
2022,"GA-08",93991,179923,273914,34.31,65.69,33.6,117996,209245,327241,36.06,63.94,32.42
2022,"GA-09",74447,206616,281063,26.49,73.51,49.24,112702,253244,365946,30.8,69.2,42.94
2022,"GA-10",102728,190094,292822,35.08,64.92,32.06,142893,231765,374658,38.14,61.86,28.26
2022,"GA-11",107889,183911,291800,36.97,63.03,28.28,158037,216279,374316,42.22,57.78,20.1
2022,"GA-12",121425,159359,280784,43.24,56.76,15.74,151073,185596,336669,44.87,55.13,14.8
2022,"GA-13",216578,61394,277972,77.91,22.09,-53.6,273936,66565,340501,80.45,19.55,-56.36
2022,"GA-14",73559,191899,265458,27.71,72.29,46.8,104866,232431,337297,31.09,68.91,42.36
2008,"HI-01",128579,61363,189942,67.69,32.31,-33.16,173776,92326,266102,65.3,34.7,-26.06
2008,"HI-02",138312,67484,205796,67.21,32.79,-32.2,192354,104538,296892,64.79,35.21,-25.04
2010,"HI-01",128579,61363,189942,67.69,32.31,-33.16,173776,92326,266102,65.3,34.7,-26.06
2010,"HI-02",138312,67484,205796,67.21,32.79,-32.2,192354,104538,296892,64.79,35.21,-25.04
2012,"HI-01",132004,63913,195917,67.38,32.62,-32.54,179273,96872,276145,64.92,35.08,-25.3
2012,"HI-02",134887,64934,199821,67.5,32.5,-32.78,186857,99992,286849,65.14,34.86,-25.74
2014,"HI-01",132004,63913,195917,67.38,32.62,-32.54,179273,96872,276145,64.92,35.08,-25.3
2014,"HI-02",134887,64934,199821,67.5,32.5,-32.78,186857,99992,286849,65.14,34.86,-25.74
2016,"HI-01",132004,63913,195917,67.38,32.62,-32.54,179273,96872,276145,64.92,35.08,-25.3
2016,"HI-02",134887,64934,199821,67.5,32.5,-32.78,186857,99992,286849,65.14,34.86,-25.74
2018,"HI-01",132004,63913,195917,67.38,32.62,-32.54,179273,96872,276145,64.92,35.08,-25.3
2018,"HI-02",134887,64934,199821,67.5,32.5,-32.78,186857,99992,286849,65.14,34.86,-25.74
2020,"HI-01",131987,63902,195889,67.38,32.62,-32.54,179249,96861,276110,64.92,35.08,-25.3
2020,"HI-02",134904,64945,199849,67.5,32.5,-32.78,186881,100003,286884,65.14,34.86,-25.74
2022,"HI-01",131543,63520,195063,67.44,32.56,-32.66,178598,96307,274905,64.97,35.03,-25.4
2022,"HI-02",135348,65327,200675,67.45,32.55,-32.68,187532,100557,288089,65.1,34.9,-25.66
2008,"ID-01",102415,242260,344675,29.71,70.29,42.8,157741,330558,488299,32.3,67.7,39.94
2008,"ID-02",87349,166794,254143,34.37,65.63,33.48,129278,223560,352838,36.64,63.36,31.26
2010,"ID-01",102415,242260,344675,29.71,70.29,42.8,157741,330558,488299,32.3,67.7,39.94
2010,"ID-02",87349,166794,254143,34.37,65.63,33.48,129278,223560,352838,36.64,63.36,31.26
2012,"ID-01",91279,229027,320306,28.5,71.5,45.22,140443,313550,453993,30.94,69.06,42.66
2012,"ID-02",98485,180027,278512,35.36,64.64,31.5,146576,240568,387144,37.86,62.14,28.82
2014,"ID-01",91279,229027,320306,28.5,71.5,45.22,140443,313550,453993,30.94,69.06,42.66
2014,"ID-02",98485,180027,278512,35.36,64.64,31.5,146576,240568,387144,37.86,62.14,28.82
2016,"ID-01",91289,229037,320326,28.5,71.5,45.22,140457,313561,454018,30.94,69.06,42.66
2016,"ID-02",98476,180018,278494,35.36,64.64,31.5,146564,240558,387122,37.86,62.14,28.82
2018,"ID-01",91289,229037,320326,28.5,71.5,45.22,140457,313561,454018,30.94,69.06,42.66
2018,"ID-02",98476,180018,278494,35.36,64.64,31.5,146564,240558,387122,37.86,62.14,28.82
2020,"ID-01",91289,229037,320326,28.5,71.5,45.22,140457,313561,454018,30.94,69.06,42.66
2020,"ID-02",98476,180018,278494,35.36,64.64,31.5,146564,240558,387122,37.86,62.14,28.82
2022,"ID-01",85947,220467,306414,28.05,71.95,46.12,131644,302186,433830,30.34,69.66,43.86
2022,"ID-02",103818,188588,292406,35.5,64.5,31.22,155377,251933,407310,38.15,61.85,28.24
2008,"IL-01",208330,37828,246158,84.63,15.37,-67.04,201147,44084,245231,82.02,17.98,-59.5
2008,"IL-02",230718,23633,254351,90.71,9.29,-79.2,226220,26570,252790,89.49,10.51,-74.44
2008,"IL-03",160650,83668,244318,65.75,34.25,-29.28,176307,99838,276145,63.85,36.15,-23.16
2008,"IL-04",155596,16653,172249,90.33,9.67,-78.44,167526,26065,193591,86.54,13.46,-68.54
2008,"IL-05",196984,56782,253766,77.62,22.38,-53.02,224977,72849,297826,75.54,24.46,-46.54
2008,"IL-06",151647,109352,260999,58.1,41.9,-13.98,181886,130530,312416,58.22,41.78,-11.9
2008,"IL-07",252815,29883,282698,89.43,10.57,-76.64,260622,39001,299623,86.98,13.02,-69.42
2008,"IL-08",160039,134120,294159,54.41,45.59,-6.6,197359,153670,351029,56.22,43.78,-7.9
2008,"IL-09",202898,64400,267298,75.91,24.09,-49.6,223294,83230,306524,72.85,27.15,-41.16
2008,"IL-10",183960,95615,279575,65.8,34.2,-29.38,216794,110977,327771,66.14,33.86,-27.74
2008,"IL-11",146332,169972,316304,46.26,53.74,9.7,169095,195290,364385,46.41,53.59,11.72
2008,"IL-12",121477,159813,281290,43.19,56.81,15.84,132167,169883,302050,43.76,56.24,17.02
2008,"IL-13",193024,149558,342582,56.34,43.66,-10.46,241317,172928,414245,58.25,41.75,-11.96
2008,"IL-14",167847,149231,317078,52.94,47.06,-3.66,209997,173082,383079,54.82,45.18,-5.09999999999999
2008,"IL-15",113774,168361,282135,40.33,59.67,21.56,131103,183848,314951,41.63,58.37,21.28
2008,"IL-16",134685,158605,293290,45.92,54.08,10.38,161126,178551,339677,47.44,52.56,9.66
2008,"IL-17",109618,144000,253618,43.22,56.78,15.78,118435,157397,275832,42.94,57.06,18.66
2008,"IL-18",111048,175807,286855,38.71,61.29,24.8,128725,192080,320805,40.13,59.87,24.28
2008,"IL-19",88884,218574,307458,28.91,71.09,44.4,103380,236828,340208,30.39,69.61,43.76
2010,"IL-01",208330,37828,246158,84.63,15.37,-67.04,201147,44084,245231,82.02,17.98,-59.5
2010,"IL-02",230718,23633,254351,90.71,9.29,-79.2,226220,26570,252790,89.49,10.51,-74.44
2010,"IL-03",160650,83668,244318,65.75,34.25,-29.28,176307,99838,276145,63.85,36.15,-23.16
2010,"IL-04",155596,16653,172249,90.33,9.67,-78.44,167526,26065,193591,86.54,13.46,-68.54
2010,"IL-05",196984,56782,253766,77.62,22.38,-53.02,224977,72849,297826,75.54,24.46,-46.54
2010,"IL-06",151647,109352,260999,58.1,41.9,-13.98,181886,130530,312416,58.22,41.78,-11.9
2010,"IL-07",252815,29883,282698,89.43,10.57,-76.64,260622,39001,299623,86.98,13.02,-69.42
2010,"IL-08",160039,134120,294159,54.41,45.59,-6.6,197359,153670,351029,56.22,43.78,-7.9
2010,"IL-09",202898,64400,267298,75.91,24.09,-49.6,223294,83230,306524,72.85,27.15,-41.16
2010,"IL-10",183960,95615,279575,65.8,34.2,-29.38,216794,110977,327771,66.14,33.86,-27.74
2010,"IL-11",146332,169972,316304,46.26,53.74,9.7,169095,195290,364385,46.41,53.59,11.72
2010,"IL-12",121477,159813,281290,43.19,56.81,15.84,132167,169883,302050,43.76,56.24,17.02
2010,"IL-13",193024,149558,342582,56.34,43.66,-10.46,241317,172928,414245,58.25,41.75,-11.96
2010,"IL-14",167847,149231,317078,52.94,47.06,-3.66,209997,173082,383079,54.82,45.18,-5.09999999999999
2010,"IL-15",113774,168361,282135,40.33,59.67,21.56,131103,183848,314951,41.63,58.37,21.28
2010,"IL-16",134685,158605,293290,45.92,54.08,10.38,161126,178551,339677,47.44,52.56,9.66
2010,"IL-17",109618,144000,253618,43.22,56.78,15.78,118435,157397,275832,42.94,57.06,18.66
2010,"IL-18",111048,175807,286855,38.71,61.29,24.8,128725,192080,320805,40.13,59.87,24.28
2010,"IL-19",88884,218574,307458,28.91,71.09,44.4,103380,236828,340208,30.39,69.61,43.76
2012,"IL-01",245873,69635,315508,77.93,22.07,-53.64,247290,82285,329575,75.03,24.97,-45.52
2012,"IL-02",236783,58052,294835,80.31,19.69,-58.4,236801,64904,301705,78.49,21.51,-52.44
2012,"IL-03",156776,113362,270138,58.04,41.96,-13.86,175107,135208,310315,56.43,43.57,-8.31999999999999
2012,"IL-04",173386,27992,201378,86.1,13.9,-69.98,185805,39833,225638,82.35,17.65,-60.16
2012,"IL-05",231467,78170,309637,74.75,25.25,-47.28,269494,96773,366267,73.58,26.42,-42.62
2012,"IL-06",177396,152726,330122,53.74,46.26,-5.26000000000001,226454,174553,401007,56.47,43.53,-8.39999999999999
2012,"IL-07",268286,28233,296519,90.48,9.52,-78.74,270769,37969,308738,87.7,12.3,-70.86
2012,"IL-08",148452,93132,241584,61.45,38.55,-20.68,172150,113399,285549,60.29,39.71,-16.04
2012,"IL-09",237993,84510,322503,73.8,26.2,-45.38,269504,104244,373748,72.11,27.89,-39.68
2012,"IL-10",178586,93922,272508,65.53,34.47,-28.84,207063,109525,316588,65.4,34.6,-26.26
2012,"IL-11",165500,100189,265689,62.29,37.71,-22.36,196615,115472,312087,63,37,-21.46
2012,"IL-12",126784,173675,300459,42.2,57.8,17.82,137884,184790,322674,42.73,57.27,19.08
2012,"IL-13",140707,158331,299038,47.05,52.95,8.12,157842,169920,327762,48.16,51.84,8.22000000000001
2012,"IL-14",153293,166551,319844,47.93,52.07,6.36000000000001,202759,193016,395775,51.23,48.77,2.08000000000001
2012,"IL-15",78655,226680,305335,25.76,74.24,50.7,88769,246980,335749,26.44,73.56,51.66
2012,"IL-16",119617,173054,292671,40.87,59.13,20.48,140984,196127,337111,41.82,58.18,20.9
2012,"IL-17",134285,136644,270929,49.56,50.44,3.1,146373,151446,297819,49.15,50.85,6.24
2012,"IL-18",116135,210949,327084,35.51,64.49,31.2,139432,230211,369643,37.72,62.28,29.1
2014,"IL-01",245873,69635,315508,77.93,22.07,-53.64,247290,82285,329575,75.03,24.97,-45.52
2014,"IL-02",236783,58052,294835,80.31,19.69,-58.4,236801,64904,301705,78.49,21.51,-52.44
2014,"IL-03",156776,113362,270138,58.04,41.96,-13.86,175107,135208,310315,56.43,43.57,-8.31999999999999
2014,"IL-04",173386,27992,201378,86.1,13.9,-69.98,185805,39833,225638,82.35,17.65,-60.16
2014,"IL-05",231467,78170,309637,74.75,25.25,-47.28,269494,96773,366267,73.58,26.42,-42.62
2014,"IL-06",177399,152729,330128,53.74,46.26,-5.26000000000001,226458,174557,401015,56.47,43.53,-8.39999999999999
2014,"IL-07",268286,28233,296519,90.48,9.52,-78.74,270769,37969,308738,87.7,12.3,-70.86
2014,"IL-08",148433,93117,241550,61.45,38.55,-20.68,172125,113382,285507,60.29,39.71,-16.04
2014,"IL-09",238019,84531,322550,73.79,26.21,-45.36,269540,104271,373811,72.11,27.89,-39.68
2014,"IL-10",178576,93913,272489,65.54,34.46,-28.86,207048,109511,316559,65.41,34.59,-26.28
2014,"IL-11",165493,100182,265675,62.29,37.71,-22.36,196606,115465,312071,63,37,-21.46
2014,"IL-12",126784,173675,300459,42.2,57.8,17.82,137884,184790,322674,42.73,57.27,19.08
2014,"IL-13",140707,158331,299038,47.05,52.95,8.12,157842,169920,327762,48.16,51.84,8.22000000000001
2014,"IL-14",153300,166558,319858,47.93,52.07,6.36000000000001,202768,193023,395791,51.23,48.77,2.08000000000001
2014,"IL-15",78655,226680,305335,25.76,74.24,50.7,88769,246980,335749,26.44,73.56,51.66
2014,"IL-16",119617,173054,292671,40.87,59.13,20.48,140984,196127,337111,41.82,58.18,20.9
2014,"IL-17",134285,136644,270929,49.56,50.44,3.1,146373,151446,297819,49.15,50.85,6.24
2014,"IL-18",116135,210949,327084,35.51,64.49,31.2,139432,230211,369643,37.72,62.28,29.1
2016,"IL-01",245865,69634,315499,77.93,22.07,-53.64,247288,82284,329572,75.03,24.97,-45.52
2016,"IL-02",236799,58053,294852,80.31,19.69,-58.4,236809,64905,301714,78.49,21.51,-52.44
2016,"IL-03",156794,113365,270159,58.04,41.96,-13.86,175127,135212,310339,56.43,43.57,-8.31999999999999
2016,"IL-04",173372,27990,201362,86.1,13.9,-69.98,185789,39830,225619,82.35,17.65,-60.16
2016,"IL-05",231467,78170,309637,74.75,25.25,-47.28,269494,96773,366267,73.58,26.42,-42.62
2016,"IL-06",177413,152740,330153,53.74,46.26,-5.26000000000001,226474,174570,401044,56.47,43.53,-8.39999999999999
2016,"IL-07",268537,28317,296854,90.46,9.54,-78.7,271045,38062,309107,87.69,12.31,-70.84
2016,"IL-08",148433,93117,241550,61.45,38.55,-20.68,172125,113382,285507,60.29,39.71,-16.04
2016,"IL-09",238019,84531,322550,73.79,26.21,-45.36,269540,104271,373811,72.11,27.89,-39.68
2016,"IL-10",178606,93924,272530,65.54,34.46,-28.86,207073,109521,316594,65.41,34.59,-26.28
2016,"IL-11",165492,100181,265673,62.29,37.71,-22.36,196607,115465,312072,63,37,-21.46
2016,"IL-12",126784,173675,300459,42.2,57.8,17.82,137884,184790,322674,42.73,57.27,19.08
2016,"IL-13",140703,158329,299032,47.05,52.95,8.12,157838,169918,327756,48.16,51.84,8.22000000000001
2016,"IL-14",153287,166548,319835,47.93,52.07,6.36000000000001,202751,193010,395761,51.23,48.77,2.08000000000001
2016,"IL-15",78655,226680,305335,25.76,74.24,50.7,88769,246980,335749,26.44,73.56,51.66
2016,"IL-16",119617,173054,292671,40.87,59.13,20.48,140984,196127,337111,41.82,58.18,20.9
2016,"IL-17",134285,136644,270929,49.56,50.44,3.1,146373,151446,297819,49.15,50.85,6.24
2016,"IL-18",116139,210951,327090,35.51,64.49,31.2,139436,230213,369649,37.72,62.28,29.1
2018,"IL-01",245863,69632,315495,77.93,22.07,-53.64,247290,82288,329578,75.03,24.97,-45.52
2018,"IL-02",236799,58053,294852,80.31,19.69,-58.4,236809,64905,301714,78.49,21.51,-52.44
2018,"IL-03",156799,113369,270168,58.04,41.96,-13.86,175131,135215,310346,56.43,43.57,-8.31999999999999
2018,"IL-04",173385,27996,201381,86.1,13.9,-69.98,185796,39831,225627,82.35,17.65,-60.16
2018,"IL-05",231450,78163,309613,74.75,25.25,-47.28,269481,96769,366250,73.58,26.42,-42.62
