"year","name","DEM_VOTES_2016","REP_VOTES_2016","TOTAL_VOTES_2016","DEM_PRCT_2016","REP_PRCT_2016","LEAN_2016","DEM_VOTES_2020","REP_VOTES_2020","TOTAL_VOTES_2020","DEM_PRCT_2020","REP_PRCT_2020","LEAN_2020"
2020,"NY-22",114061,158979,273040,41.77,58.23,18.68,140045,177210,317255,44.14,55.86,16.26
2020,"NY-23",114833,157927,272760,42.1,57.9,18.02,138841,175030,313871,44.24,55.76,16.06
2020,"NY-24",151012,139741,290753,51.94,48.06,-1.66,186968,155194,342162,54.64,45.36,-4.73999999999999
2020,"NY-25",182901,128953,311854,58.65,41.35,-15.08,218508,137340,355848,61.4,38.6,-18.26
2020,"NY-26",175340,115569,290909,60.27,39.73,-18.32,209963,119421,329384,63.74,36.26,-22.94
2020,"NY-27",122229,207036,329265,37.12,62.88,27.98,162480,224460,386940,41.99,58.01,20.56
2022,"NY-01",165582,195357,360939,45.88,54.12,10.46,212148,211236,423384,50.11,49.89,4.32000000000001
2022,"NY-02",143766,164880,308646,46.58,53.42,9.06,175554,180970,356524,49.24,50.76,6.06000000000001
2022,"NY-03",176880,158996,335876,52.66,47.34,-3.1,213365,180843,394208,54.12,45.88,-3.7
2022,"NY-04",191203,148777,339980,56.24,43.76,-10.26,223917,166546,390463,57.35,42.65,-10.16
2022,"NY-05",199968,34313,234281,85.35,14.65,-68.48,216295,49447,265742,81.39,18.61,-58.24
2022,"NY-06",140495,57322,197817,71.02,28.98,-39.82,155744,82793,238537,65.29,34.71,-26.04
2022,"NY-07",186652,26467,213119,87.58,12.42,-72.94,207154,46907,254061,81.54,18.46,-58.54
2022,"NY-08",181954,42590,224544,81.03,18.97,-59.84,194955,58921,253876,76.79,23.21,-49.04
2022,"NY-09",184172,44876,229048,80.41,19.59,-58.6,202531,64210,266741,75.93,24.07,-47.32
2022,"NY-10",227730,28789,256519,88.78,11.22,-75.34,245101,39946,285047,85.99,14.01,-67.44
2022,"NY-11",109882,129361,239243,45.93,54.07,10.36,134608,157160,291768,46.14,53.86,12.26
2022,"NY-12",271357,41631,312988,86.7,13.3,-71.18,291464,47248,338712,86.05,13.95,-67.56
2022,"NY-13",243934,13959,257893,94.59,5.41,-86.96,242289,30461,272750,88.83,11.17,-73.12
2022,"NY-14",171488,32219,203707,84.18,15.82,-66.14,181045,49609,230654,78.49,21.51,-52.44
2022,"NY-15",186182,16803,202985,91.72,8.28,-81.22,182651,31693,214344,85.21,14.79,-65.88
2022,"NY-16",209145,80207,289352,72.28,27.72,-42.34,233396,90446,323842,72.07,27.93,-39.6
2022,"NY-17",179258,151592,330850,54.18,45.82,-6.13999999999999,210251,171524,381775,55.07,44.93,-5.59999999999999
2022,"NY-18",151945,149293,301238,50.44,49.56,1.34,193311,163031,356342,54.25,45.75,-3.95999999999999
2022,"NY-19",155489,161043,316532,49.12,50.88,3.98,193490,176022,369512,52.36,47.64,-0.179999999999986
2022,"NY-20",180324,139693,320017,56.35,43.65,-10.48,225872,151936,377808,59.78,40.22,-15.02
2022,"NY-21",125137,175784,300921,41.58,58.42,19.06,156203,201346,357549,43.69,56.31,17.16
2022,"NY-22",157846,151286,309132,51.06,48.94,0.0999999999999943,195894,168286,364180,53.79,46.21,-3.04
2022,"NY-23",126116,212459,338575,37.25,62.75,27.72,162410,231516,393926,41.23,58.77,22.08
2022,"NY-24",120348,191984,312332,38.53,61.47,25.16,150765,215108,365873,41.21,58.79,22.12
2022,"NY-25",190546,141993,332539,57.3,42.7,-12.38,228228,151735,379963,60.07,39.93,-15.6
2022,"NY-26",178704,127828,306532,58.3,41.7,-14.38,216204,133012,349216,61.91,38.09,-19.28
2008,"NC-01",165922,107089,273011,60.77,39.23,-19.32,171170,121124,292294,58.56,41.44,-12.58
2008,"NC-02",159548,161564,321112,49.69,50.31,2.84,192202,197054,389256,49.38,50.62,5.78
2008,"NC-03",112665,212365,325030,34.66,65.34,32.9,138692,242887,381579,36.35,63.65,31.84
2008,"NC-04",324969,161447,486416,66.81,33.19,-31.4,406215,185804,592019,68.62,31.38,-32.7
2008,"NC-05",112909,224874,337783,33.43,66.57,35.36,140418,258652,399070,35.19,64.81,34.16
2008,"NC-06",118450,237477,355927,33.28,66.72,35.66,153902,273454,427356,36.01,63.99,32.52
2008,"NC-07",146935,198049,344984,42.59,57.41,17.04,179806,241397,421203,42.69,57.31,19.16
2008,"NC-08",150826,145572,296398,50.89,49.11,0.439999999999998,182000,169691,351691,51.75,48.25,1.04000000000001
2008,"NC-09",208613,234424,443037,47.09,52.91,8.04000000000001,285418,272340,557758,51.17,48.83,2.2
2008,"NC-10",89204,224689,313893,28.42,71.58,45.38,111922,269160,381082,29.37,70.63,45.8
2008,"NC-11",151272,207996,359268,42.11,57.89,18,193350,237569,430919,44.87,55.13,14.8
2008,"NC-12",225311,99838,325149,69.29,30.71,-36.36,261191,117868,379059,68.91,31.09,-33.28
2008,"NC-13",222692,147246,369938,60.2,39.8,-18.18,267986,171739,439725,60.94,39.06,-17.34
2010,"NC-01",165922,107089,273011,60.77,39.23,-19.32,171170,121124,292294,58.56,41.44,-12.58
2010,"NC-02",159548,161564,321112,49.69,50.31,2.84,192202,197054,389256,49.38,50.62,5.78
2010,"NC-03",112665,212365,325030,34.66,65.34,32.9,138692,242887,381579,36.35,63.65,31.84
2010,"NC-04",324969,161447,486416,66.81,33.19,-31.4,406215,185804,592019,68.62,31.38,-32.7
2010,"NC-05",112909,224874,337783,33.43,66.57,35.36,140418,258652,399070,35.19,64.81,34.16
2010,"NC-06",118450,237477,355927,33.28,66.72,35.66,153902,273454,427356,36.01,63.99,32.52
2010,"NC-07",146935,198049,344984,42.59,57.41,17.04,179806,241397,421203,42.69,57.31,19.16
2010,"NC-08",150826,145572,296398,50.89,49.11,0.439999999999998,182000,169691,351691,51.75,48.25,1.04000000000001
2010,"NC-09",208613,234424,443037,47.09,52.91,8.04000000000001,285418,272340,557758,51.17,48.83,2.2
2010,"NC-10",89204,224689,313893,28.42,71.58,45.38,111922,269160,381082,29.37,70.63,45.8
2010,"NC-11",151272,207996,359268,42.11,57.89,18,193350,237569,430919,44.87,55.13,14.8
2010,"NC-12",225311,99838,325149,69.29,30.71,-36.36,261191,117868,379059,68.91,31.09,-33.28
2010,"NC-13",222692,147246,369938,60.2,39.8,-18.18,267986,171739,439725,60.94,39.06,-17.34
2012,"NC-01",231208,93723,324931,71.16,28.84,-40.1,245572,106774,352346,69.7,30.3,-34.86
2012,"NC-02",140118,190760,330878,42.35,57.65,17.52,185096,227959,413055,44.81,55.19,14.92
2012,"NC-03",123965,196976,320941,38.63,61.37,24.96,149039,227466,376505,39.58,60.42,25.38
2012,"NC-04",273694,87886,361580,75.69,24.31,-49.16,315838,101071,416909,75.76,24.24,-46.98
